student.id,student.fte_mean,student.term_gpa_mean,student.term_gpa_max,student.term_gpa_min,student.term_gpa_last,student.term_gpa_program_mean,student.term_gpa_program_max,student.term_gpa_program_min,student.term_gpa_program_last,student.status_academic_desc_last,student.isGraduated_max,graduation_year_max,student.gender_desc,student.age,student_permAddress.zone_type,student_originSchool.gpa,student_originSchool.isITESM,student.isForeign,student.isFirstGeneration,student_admission_test.score,student_admission_test_disc.dominance_score,student_admission_test_disc.influence_score,student_admission_test_disc.steadiness_score,student_admission_test_disc.conscientiousness_score,student_admission_test_valuesIndex.aesthetic_score,student_admission_test_valuesIndex.economic_score,student_admission_test_valuesIndex.individualistic_score,student_admission_test_valuesIndex.political_score,student_admission_test_valuesIndex.altruistic_score,student_admission_test_valuesIndex.regulatory_score,student_admission_test_valuesIndex.theoretical_score,student.cohort_id,student.isTec21,mainCampus.region_code,program.school_desc,program.major_id
1273,0.7460000000000001,91.41333333333334,99.0,77.0,96.4,89.83999999999999,92.8,86.7,92.8,7,1,2022AD,Male,0,2,98.46,0,0,1,1434,49,46,53,88,51,22,40,35,43,80,81,2018,0,RO,EIC,IIS
1281,0.8300000000000001,91.45,100.0,79.0,100.0,92.075,93.6,89.8,90.1,7,1,2021FJ,Male,1,0,97.0,0,0,-1,1540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCMX,EN,LCDE
1295,1.0533333333333335,85.3,86.0,84.7,86.0,85.13333333333334,85.3,84.9,85.3,7,0,-1,Female,0,2,93.8,0,1,-1,1411,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RO,EIC,IIS
1334,0.7616666666666667,93.425,100.0,78.5,99.6,91.47500000000001,93.8,89.4,93.8,7,1,2022FJ,Female,0,0,98.0,0,1,-1,1464,35,67,53,77,38,18,48,55,95,43,55,2017,0,RM,EIC,IID
1336,0.7221428571428572,94.92142857142858,100.0,88.5,100.0,92.25714285714285,94.8,90.0,94.8,7,1,2022FJ,Female,0,0,98.0,0,0,0,1445,25,81,63,67,50,68,35,26,71,41,68,2018,0,RM,EN,LAE
1342,0.9581818181818181,94.43636363636364,98.4,89.9,98.3,94.10909090909091,94.6,93.0,94.4,7,1,2020FJ,Male,0,0,99.0,0,0,-1,1422,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RO,EN,LMC
1359,0.9281818181818182,90.63636363636364,95.6,79.2,95.6,90.84545454545454,93.7,84.6,92.1,7,0,-1,Male,0,-1,91.0,0,0,-1,1441,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RCMX,EIC,IMT
1361,0.7250000000000001,87.45625,98.8,76.8,94.0,87.5625,93.5,85.5,87.4,7,1,2021AD,Female,1,0,91.0,0,0,-1,1551,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RM,EIC,IBT
1369,1.08,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,4,0,-1,Female,0,0,91.0,0,0,-1,1430,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RM,EAAD,LDI
1375,0.6906666666666667,92.59333333333333,100.0,83.9,95.5,90.06666666666666,94.8,88.4,91.5,7,1,2021FJ,Female,0,1,99.0,0,0,-1,1402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCS,EIC,IMT
1395,0.6666666666666666,87.28666666666666,100.0,0.0,83.0,93.36,94.4,90.0,92.9,7,1,2023FJ,Male,0,-1,90.0,0,0,0,1478,49,99,39,53,28,50,21,76,53,40,88,2018,0,RCS,EIC,ISC
1406,1.08,88.6,88.6,88.6,88.6,87.3,87.3,87.3,87.3,7,0,-1,Male,0,0,95.0,0,1,1,1529,56,60,63,46,23,25,35,65,91,46,66,2018,0,RM,EMCS,SLD
1435,0.8963636363636365,92.60909090909091,95.8,90.0,94.0,92.8,94.3,92.1,92.1,7,1,2019JM,Male,0,0,92.0,0,0,-1,1409,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RN,EIC,IMT
1436,1.0530000000000002,92.17,96.7,86.7,91.4,92.38,93.4,90.4,92.4,7,1,2019JM,Male,1,0,92.0,0,0,-1,1457,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RCMX,EIC,IMT
1440,0.8015384615384615,78.98461538461538,91.8,1.0,84.3,86.07692307692308,91.8,83.1,86.8,7,0,-1,Female,1,0,97.91,0,0,0,1405,67,46,53,67,38,31,43,50,85,33,73,2018,0,RN,EIC,IBN
1444,0.7535714285714287,95.30714285714285,100.0,90.8,90.8,94.49285714285715,95.0,92.5,94.5,7,1,2023FJ,Male,0,0,100.0,0,0,1,1435,49,53,53,77,55,9,35,45,83,53,70,2018,0,RCMX,EIC,IC
1467,0.7521428571428571,96.24285714285715,100.0,88.8,95.5,94.14999999999999,96.2,88.8,96.2,7,1,2023FJ,Female,0,1,100.0,0,0,0,1435,49,67,53,53,53,22,48,45,63,35,86,2018,0,RO,EIC,IID
1473,0.7661538461538462,96.73846153846154,100.0,93.0,97.4,95.78461538461539,96.4,94.9,96.1,7,1,2022AD,Male,0,0,99.0,0,1,1,1427,49,67,39,77,31,24,75,68,50,25,80,2018,0,RO,EIC,IID
1478,1.08,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,7,0,-1,Male,0,2,96.0,0,1,1,1424,67,60,53,46,55,55,36,65,60,21,66,2018,0,RCS,EIC,IA
1481,0.7981818181818183,95.9,99.0,93.5,93.5,95.51818181818182,96.9,95.0,95.6,7,1,2019AD,Male,0,0,94.0,0,1,-1,1499,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RM,EN,LAF
1503,0.9333333333333332,93.31666666666666,96.6,90.0,92.5,93.60000000000001,94.3,91.6,93.8,7,1,2022FJ,Male,0,-1,99.0,0,-1,1,1464,56,67,53,46,41,59,35,70,68,30,56,2017,0,RM,EIC,IIS
1507,0.8492307692307691,91.73076923076923,97.5,85.5,97.5,89.93846153846154,91.6,88.4,91.6,7,1,2023FJ,Male,0,1,99.0,0,0,1,1405,49,60,77,46,73,18,28,41,66,41,83,2018,0,RCS,EIC,IC
1526,0.7111111111111111,80.03333333333333,100.0,0.0,100.0,85.99444444444445,89.1,82.3,89.1,7,0,-1,Male,1,0,94.0,0,1,-1,1404,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RO,EIC,IBT
1552,0.7476923076923078,90.78461538461539,96.8,80.0,96.8,89.6923076923077,91.2,88.0,91.2,7,1,2022AD,Male,0,1,94.3,0,0,1,1491,67,46,53,67,53,13,33,50,66,40,95,2018,0,RCS,EIC,IBT
1557,0.7207692307692308,98.06923076923077,99.2,95.0,98.3,98.3076923076923,98.6,98.1,98.2,7,1,2018AD,Male,0,0,100.0,0,1,-1,1487,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RCMX,EIC,IQA
1558,0.7666666666666667,98.84166666666665,99.8,97.0,99.3,98.76666666666667,99.1,96.5,99.0,7,1,2021FJ,Male,0,0,100.0,0,0,-1,1535,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCS,EIC,IMT
1562,0.746923076923077,95.80000000000001,100.0,89.0,98.0,95.0076923076923,95.9,94.2,95.9,7,1,2021FJ,Female,0,0,96.0,0,0,-1,1461,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCS,EIC,IIS
1566,0.7292857142857143,98.70714285714287,100.0,96.4,97.0,97.96428571428571,98.5,96.4,98.4,7,1,2022FJ,Male,0,0,98.0,0,1,-1,1452,56,67,39,67,50,22,31,43,75,48,83,2017,0,RCS,EIC,IIS
1571,0.7033333333333334,94.88000000000001,98.0,90.0,94.3,93.95333333333333,94.7,93.0,94.7,7,1,2021FJ,Male,0,0,100.0,0,0,-1,1402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RN,EN,LDN
1578,0.7276923076923077,89.63076923076923,100.0,83.5,83.5,89.16153846153846,91.1,88.2,88.2,7,1,2018AD,Male,0,0,92.31,1,0,-1,1383,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RCMX,EIC,ITC
1580,0.7847058823529411,92.81764705882354,98.3,87.3,95.3,92.78823529411765,94.4,91.7,92.7,-1,0,-1,Female,0,0,98.24,1,1,-1,1461,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RCMX,EMCS,MC
1593,0.9640000000000001,95.28,97.3,91.4,95.3,95.53,97.3,94.7,95.3,7,1,2023FJ,Female,0,0,97.0,0,0,0,1466,56,67,46,53,35,50,30,58,90,55,40,2018,0,RCS,EN,LIN
1616,0.7535714285714287,96.12142857142858,98.2,93.0,96.2,94.98571428571428,96.0,93.8,96.0,7,1,2019JM,Female,0,2,99.0,0,1,-1,1417,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RCS,EIC,IIS
1618,0.7342857142857142,91.12142857142858,98.3,85.2,98.3,90.98571428571428,92.0,90.4,91.2,7,1,2020FJ,Male,0,-1,97.0,0,1,-1,1524,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RCS,EN,LAF
1620,0.658125,95.71875,100.0,90.3,99.0,94.8,96.1,94.5,94.7,7,1,2019AD,Male,0,0,97.0,0,0,-1,1525,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RCMX,EIC,IIS
1621,0.8300000000000001,95.24166666666667,100.0,89.0,99.2,92.71666666666665,94.4,89.0,94.4,7,1,2023FJ,Female,0,-1,98.0,0,1,0,1469,35,67,77,53,73,15,56,25,86,38,56,2018,0,RCS,EIC,ITC
1623,0.664375,86.49375,97.0,63.9,92.7,80.35625,85.9,59.3,85.9,7,1,2021AD,Female,0,0,98.6,0,1,-1,1405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCS,EN,LIN
1636,0.8509090909090908,97.41818181818181,99.3,94.3,98.0,98.24545454545455,99.3,97.3,97.3,7,1,2018AD,Male,0,0,100.0,0,0,-1,1513,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RO,EIC,IMT
1655,0.6973333333333334,85.68,92.6,75.0,86.4,89.03999999999999,91.9,86.9,86.9,7,1,2023FJ,Male,1,-1,97.0,0,1,0,1529,42,81,46,67,56,13,30,35,78,46,91,2018,0,RM,EIC,IMT
1657,0.7050000000000001,86.3,100.0,0.0,88.7,93.4625,96.1,91.9,92.3,7,1,2021FJ,Male,0,0,97.0,0,1,-1,1482,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RCS,EIC,ITIC
1667,0.8818181818181817,82.50909090909092,96.4,0.0,93.5,90.10909090909091,91.2,88.0,91.2,7,1,2020FJ,Male,0,-1,92.0,0,-1,-1,1401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RN,EIC,BSI
1671,0.8014285714285715,86.09285714285714,94.0,79.0,83.0,84.35000000000001,86.3,80.0,85.2,7,1,2019AD,Female,2,0,97.0,0,0,-1,1396,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RN,EN,LMC
1675,0.7476923076923078,95.23076923076923,100.0,88.8,98.0,93.8153846153846,94.8,92.6,94.6,7,1,2021FJ,Male,0,0,98.0,0,0,-1,1519,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RN,EIC,IMT
1682,0.76,80.87692307692308,99.0,0.0,97.6,95.43076923076923,96.9,94.5,94.5,7,1,2022FJ,Female,0,-1,98.0,0,0,-1,1474,42,60,46,88,36,50,55,55,85,35,41,2017,0,RM,EN,LCDE
1707,0.8115384615384615,90.13846153846154,98.7,76.0,98.7,91.28461538461539,92.3,89.8,91.3,7,1,2020FJ,Male,0,-1,96.2,0,1,-1,1442,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RN,EIC,IIS
1711,0.6839999999999999,81.63333333333334,100.0,0.0,83.0,92.82666666666667,97.3,82.6,92.3,7,0,-1,Female,0,-1,97.31,0,-1,1,1403,42,99,46,53,36,46,61,68,48,55,41,2018,0,RN,EN,LAF
1712,0.7514285714285714,94.44285714285715,100.0,85.0,92.3,93.42857142857143,95.3,92.0,93.2,7,1,2021AD,Male,0,0,98.6,0,0,1,1498,17,67,88,77,50,38,38,63,56,25,85,2017,0,RCMX,EIC,IFI
1714,0.8016666666666667,93.78333333333335,100.0,87.8,96.7,92.58333333333333,93.7,91.8,92.4,7,1,2020AD,Male,0,1,98.0,0,0,-1,1425,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RO,EIC,IME
1715,0.7861538461538462,90.66153846153846,100.0,0.0,99.5,97.53846153846153,98.6,96.6,97.1,7,1,2022FJ,Female,0,0,99.0,0,0,0,1443,49,39,53,99,33,46,36,71,65,31,73,2017,0,RN,EIC,IMT
1720,0.7300000000000001,91.78,100.0,81.9,96.7,88.39333333333335,90.8,86.0,90.8,7,1,2021FJ,Male,0,0,97.0,0,1,-1,1408,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCS,EIC,ITIC
1731,0.7238461538461538,83.73076923076923,99.4,0.0,99.4,90.53846153846153,91.8,89.0,91.8,7,0,-1,Male,0,1,95.0,0,0,1,1428,67,67,21,77,31,62,31,63,33,61,76,2018,0,RN,EIC,IMT
1732,0.7976923076923078,97.73846153846154,100.0,95.0,99.7,97.42307692307692,97.9,97.0,97.7,7,1,2021FJ,Male,0,0,98.0,0,0,-1,1442,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCS,EIC,IIS
1735,0.735,90.67857142857143,100.0,0.0,98.7,96.92857142857143,97.4,96.2,97.4,7,1,2023FJ,Female,0,0,99.79,0,0,0,1437,56,67,53,46,71,12,30,58,93,31,55,2018,0,RN,EAAD,LDI
1742,0.64375,87.95,100.0,62.8,89.3,89.5875,91.7,87.7,89.6,7,1,2023FJ,Female,1,1,98.0,0,1,1,1402,49,60,53,67,30,49,23,55,88,36,76,2018,0,RM,ECSG,LEC
1748,0.9016666666666667,62.28333333333333,84.6,3.6,3.6,72.60000000000001,80.4,58.2,63.7,0,0,-1,Male,0,0,98.0,0,1,0,1369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RM,EIC,ISD
1752,0.8291666666666666,92.28333333333335,100.0,86.8,99.3,90.96666666666665,91.7,89.8,91.7,7,1,2020AD,Female,0,0,93.0,0,0,-1,1495,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RCMX,EIC,IBT
1769,0.658125,93.4625,98.0,88.0,97.3,91.85625,92.8,89.7,92.8,7,1,2022FJ,Female,0,0,96.5,0,0,-1,1441,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCS,EIC,IIA
1770,0.8630769230769231,77.42307692307692,91.0,56.8,86.4,78.91538461538462,86.3,74.9,76.5,7,1,2019AD,Male,0,0,98.0,0,0,-1,1411,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RCMX,EIC,IIS
1771,0.7853846153846155,90.4923076923077,94.3,87.5,94.3,89.9923076923077,90.7,89.3,90.7,7,1,2019JM,Female,0,0,92.05,0,0,-1,1459,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RO,EAAD,LDI
1776,0.81,93.25384615384615,98.3,87.9,98.3,91.07692307692308,92.7,88.3,92.7,7,1,2022FJ,Female,0,0,98.0,0,0,0,1454,67,67,46,46,35,44,40,53,83,48,53,2017,0,RCMX,EIC,IC
1798,0.6675,95.13125,100.0,89.3,93.3,92.74375,93.9,91.0,93.9,-1,0,-1,Female,0,2,100.0,0,1,0,1458,56,67,53,46,48,18,50,41,85,28,81,2018,0,RM,EMCS,MC
1816,0.8025000000000001,85.75833333333333,100.0,0.0,94.3,92.20833333333333,93.0,90.5,92.1,7,1,2020AD,Female,0,0,94.0,0,1,-1,1501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCS,EN,LAF
1818,0.7313333333333334,88.36,100.0,74.5,94.0,83.32666666666667,88.2,81.2,85.8,7,1,2019AD,Female,0,1,99.0,0,0,-1,1446,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RM,EN,LIN
1829,0.9289999999999999,98.13,99.5,96.0,99.3,97.55,98.1,96.0,98.1,7,1,2020AD,Male,0,0,98.0,0,0,-1,1406,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RN,EN,LAF
1840,0.7325,87.875,97.0,78.0,94.0,86.24375,88.5,84.8,88.1,7,1,2022FJ,Female,0,0,98.0,0,1,-1,1460,56,46,53,77,58,13,48,50,48,53,80,2017,0,RCMX,EIC,IBT
1844,0.6913333333333334,90.28666666666666,98.0,81.0,81.0,88.34666666666666,90.6,84.1,90.0,7,1,2023FJ,Male,1,0,97.0,0,0,0,1448,42,60,63,67,18,38,46,56,58,45,93,2018,0,RCMX,EIC,IMT
1863,0.8008333333333333,90.99166666666667,96.0,80.0,90.6,92.24166666666667,93.0,91.5,91.5,7,1,2018AD,Male,0,0,92.0,0,0,-1,1438,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RN,EIC,IMT
1895,0.7391666666666666,87.77499999999999,100.0,0.0,100.0,95.425,98.0,94.2,95.5,7,1,2022FJ,Male,0,0,97.0,0,0,-1,1508,49,21,88,88,35,75,23,73,18,46,91,2017,0,RM,EIC,ITI
1904,0.6928571428571428,82.20714285714287,100.0,0.0,100.0,96.14285714285714,97.3,95.5,96.1,7,1,2019JM,Male,0,-1,100.0,0,0,-1,1478,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RCS,EIC,IMT
1914,0.803076923076923,79.94615384615385,94.3,0.0,94.3,84.83076923076922,87.7,75.7,87.7,7,1,2020FJ,Male,0,-1,92.0,0,-1,-1,1407,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RN,EN,LDN
1915,0.7200000000000001,87.28888888888889,100.0,0.0,0.0,93.24444444444445,94.7,92.5,92.5,-1,0,-1,Male,0,0,98.0,0,0,-1,1452,49,46,63,77,33,6,40,36,83,60,91,2017,0,RN,EMCS,MC
1929,0.7785714285714286,91.23571428571428,100.0,83.9,92.6,87.79285714285713,89.5,86.5,89.5,7,1,2022AD,Female,1,0,98.0,0,0,1,1544,25,53,77,88,48,31,36,40,61,51,85,2018,0,RM,EN,LAE
1932,0.7992857142857144,87.52142857142857,100.0,0.0,99.0,92.96428571428571,94.6,91.1,93.9,7,1,2021AD,Male,0,1,95.0,0,0,1,1550,56,67,39,67,31,52,45,71,50,35,73,2017,0,RCS,EIC,BMI
1937,0.7253333333333334,90.37333333333332,100.0,79.8,92.3,86.75333333333333,88.4,84.4,88.4,7,1,2022FJ,Male,0,0,94.0,0,0,1,1540,49,99,46,46,61,13,26,75,65,31,78,2017,0,RM,EIC,IMT
1943,1.08,79.05,81.8,76.3,76.3,80.1,81.4,78.8,78.8,7,0,-1,Male,0,1,97.0,0,0,-1,1430,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RCS,EIC,IIS
1951,0.9436363636363637,93.73636363636363,96.2,88.0,93.4,92.94545454545454,93.6,91.6,93.6,7,1,2021AD,Female,0,-1,95.42,1,0,-1,1503,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCS,EIC,IMT
1957,0.7838461538461539,94.24615384615385,97.0,91.9,92.3,94.10769230769232,94.7,92.9,94.2,7,1,2022FJ,Male,0,0,98.0,0,0,-1,1410,25,67,63,77,31,55,21,71,66,61,51,2017,0,RCS,EIC,IIS
1965,0.7878571428571429,87.56428571428572,98.2,74.8,92.6,83.56428571428572,87.3,77.1,87.3,7,1,2023FJ,Male,0,0,95.0,0,1,1,1539,49,60,77,46,46,18,38,60,85,51,53,2018,0,RN,EIC,IIS
1969,0.8423076923076922,91.74615384615385,96.5,84.5,95.4,92.27692307692307,95.6,90.7,91.4,7,1,2020AD,Male,0,0,97.49,0,0,-1,1433,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RM,EIC,IMT
1972,0.8454545454545456,95.63636363636364,99.7,90.0,96.5,95.0,95.9,94.0,95.8,7,1,2022AD,Male,0,0,96.56,0,0,0,1469,35,67,63,67,30,38,41,55,70,65,56,2018,0,RCS,EIC,ISC
1985,0.8574999999999999,86.13333333333333,90.3,78.4,78.4,86.91666666666667,88.1,83.4,86.5,7,1,2019JM,Male,0,0,90.0,0,1,-1,1368,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RM,EIC,IMD
2043,1.08,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,7,0,-1,Female,0,0,99.0,0,1,1,1414,42,67,63,53,70,25,53,60,35,51,58,2018,0,RM,EIC,IIS
2045,0.8491666666666667,89.7,100.0,0.0,96.0,97.52499999999999,98.1,96.4,97.5,7,1,2019AD,Male,0,0,99.0,0,0,-1,1530,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RN,EIC,IMT
2086,0.8083333333333332,95.16666666666667,100.0,91.0,97.9,93.45833333333333,94.7,91.0,94.7,7,0,-1,Female,0,0,95.0,0,0,1,1497,49,46,77,67,48,12,50,50,75,46,70,2017,0,RCMX,EHE,LCMD
2091,0.83,84.60714285714286,97.0,70.2,80.8,86.35714285714286,90.1,82.1,86.1,7,1,2020AD,Male,0,0,91.0,0,0,-1,1427,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RN,EN,LIN
2094,0.6980000000000001,92.74,100.0,85.8,89.8,92.16666666666667,92.9,91.4,92.2,7,1,2022FJ,Female,0,0,91.0,0,0,1,1496,67,67,53,39,10,31,31,73,95,60,53,2017,0,RCS,ECSG,LDP
2095,0.8108333333333334,96.5,100.0,92.0,99.0,96.27499999999999,98.1,95.3,95.9,7,1,2022FJ,Female,0,0,99.0,0,0,-1,1424,67,60,21,88,16,61,23,65,60,38,96,2017,0,RN,EIC,IBT
2108,0.9530000000000001,97.62,100.0,94.7,100.0,96.62,97.5,95.4,97.5,7,1,2018AD,Female,0,0,98.55,1,0,-1,1485,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RCS,EIC,IMT
2121,0.7883333333333334,95.40833333333335,98.3,90.0,95.8,96.075,96.7,95.0,96.6,7,1,2021AD,Female,0,0,90.0,0,0,0,1507,42,81,53,53,85,12,48,28,73,26,78,2017,0,RN,EAAD,LDI
2126,0.8300000000000001,94.325,100.0,87.7,97.5,90.85833333333333,93.5,87.7,93.5,7,1,2021AD,Female,0,-1,99.0,0,-1,-1,1429,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCMX,EAAD,LDI
2130,0.85,93.72500000000001,100.0,90.3,95.0,92.26666666666667,92.8,91.0,92.5,7,1,2018AD,Male,0,-1,100.0,0,0,-1,1375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RO,EIC,IIS
2160,0.8161538461538461,85.76923076923077,91.8,77.0,90.0,83.15384615384616,85.0,79.1,85.0,7,1,2019JM,Female,0,0,93.0,0,0,-1,1355,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RM,EN,LPM
2162,0.835,94.58333333333333,98.5,87.4,97.0,92.76666666666667,94.3,89.9,94.3,7,1,2021FJ,Female,0,1,98.0,0,0,-1,1436,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RO,EIC,IIS
2172,0.7426666666666667,96.09333333333333,100.0,86.0,98.6,95.19333333333334,96.3,92.3,96.3,7,1,2023FJ,Male,0,2,100.0,0,0,1,1417,56,60,63,46,53,12,33,30,96,60,66,2018,0,RCS,EIC,ING
2201,0.8238461538461539,88.30000000000001,100.0,76.0,84.0,87.28461538461539,90.6,85.3,87.3,7,1,2019JM,Male,0,0,93.0,0,1,-1,1442,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RM,EIC,IMT
2217,0.7555555555555555,83.22777777777777,100.0,0.0,82.3,88.1888888888889,93.0,87.1,87.3,-1,0,-1,Male,0,0,97.1,0,1,-1,1407,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCMX,EMCS,MC
2219,0.9427272727272729,77.69999999999999,96.3,0.0,92.1,89.28181818181818,96.3,82.6,88.7,7,1,2023FJ,Male,1,0,98.0,0,1,0,1600,42,67,53,67,53,36,21,26,91,48,78,2018,0,RM,EIC,BMI
2220,0.7407692307692308,90.41538461538462,100.0,0.0,98.3,96.98461538461538,97.5,96.1,97.5,7,1,2021AD,Male,1,0,100.0,0,0,0,1466,42,60,53,77,21,15,40,68,90,56,60,2017,0,RM,ECSG,LRI
2222,0.8541666666666666,87.86666666666667,96.0,78.2,89.4,86.08333333333333,87.8,82.4,87.8,7,0,-1,Male,0,1,95.5,0,0,0,1446,56,67,46,53,38,52,35,71,36,30,95,2018,0,RCMX,EIC,IMT
2231,0.7635714285714287,88.99285714285715,95.0,85.0,85.0,89.82857142857142,91.9,88.8,88.8,7,1,2020FJ,Male,0,0,93.0,0,0,-1,1456,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RO,EAAD,ARQ
2234,0.7478571428571429,91.07142857142857,100.0,0.0,100.0,96.5,96.9,95.8,96.9,7,1,2022FJ,Female,0,0,98.0,0,1,1,1531,67,99,39,39,66,9,46,60,83,43,41,2017,0,RCS,ECSG,LRI
2238,0.8672727272727273,91.60000000000001,96.5,88.0,89.9,92.89090909090909,94.9,91.9,91.9,7,1,2018AD,Female,0,1,93.4,0,0,-1,1494,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RCMX,EIC,IQA
2240,0.8600000000000001,93.22727272727273,97.6,84.0,97.6,94.51818181818182,95.3,94.0,94.1,7,1,2019AD,Male,0,-1,98.0,0,1,-1,1437,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RM,EIC,ITC
2275,0.7976923076923076,91.33076923076922,100.0,71.8,90.5,95.10769230769232,97.9,91.9,91.9,7,1,2021MA,Male,0,0,99.0,0,0,-1,1478,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCS,EIC,IMT
2278,0.6935714285714286,94.60714285714286,98.5,90.8,92.6,93.37142857142858,94.3,91.7,94.0,7,1,2022AD,Female,0,0,91.0,0,0,0,1520,67,99,39,39,50,15,80,68,73,38,26,2018,0,RCMX,EN,LEM
2287,0.7584615384615384,94.93846153846154,98.5,91.2,97.5,94.97692307692309,95.7,92.6,94.8,7,1,2020FJ,Female,0,-1,99.0,0,1,-1,1422,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RCS,EIC,IMT
2295,0.8430769230769232,80.47692307692309,93.5,1.0,88.1,88.34615384615384,89.9,86.1,87.2,7,1,2022FJ,Male,0,2,100.0,0,1,-1,1464,56,81,46,46,46,68,41,48,50,40,66,2017,0,RO,EIC,ITC
2296,0.7013333333333333,83.48666666666666,96.8,23.0,89.8,86.42666666666668,87.8,84.6,86.0,7,1,2023FJ,Female,0,0,90.0,0,1,0,1405,42,81,77,39,40,19,40,38,80,51,83,2018,0,RN,EIC,IC
2299,0.7814285714285714,87.53571428571429,98.8,62.8,78.4,91.83571428571429,93.6,89.2,89.2,7,0,-1,Male,0,0,95.0,0,0,0,1458,42,99,53,46,20,61,46,60,76,36,60,2017,0,RM,EIC,IID
